arrival_datetime,weekday,operation_id,service_time_min,branch_id
2025-06-02 14:31,Пн,OP01,3.5,BR01
2025-06-02 14:32,Пн,OP05,44.7,BR01
2025-06-02 14:33,Пн,OP01,5.8,BR01
2025-06-02 14:37,Пн,OP04,45.2,BR01
2025-06-02 14:37,Пн,OP03,11.2,BR01
2025-06-02 14:37,Пн,OP03,11.4,BR01
2025-06-02 14:56,Пн,OP03,17.5,BR01
2025-06-02 15:00,Пн,OP02,20.0,BR01
2025-06-02 15:04,Пн,OP03,14.8,BR01
2025-06-02 15:06,Пн,OP05,43.3,BR01
2025-06-02 15:08,Пн,OP03,13.7,BR01
2025-06-02 15:15,Пн,OP01,8.0,BR01
2025-06-02 15:18,Пн,OP01,6.6,BR01
2025-06-02 15:19,Пн,OP05,40.9,BR01
2025-06-02 15:20,Пн,OP05,44.5,BR01
2025-06-02 15:32,Пн,OP01,8.8,BR01
2025-06-02 15:39,Пн,OP06,29.8,BR01
2025-06-02 15:48,Пн,OP05,48.3,BR01
2025-06-02 15:51,Пн,OP03,24.2,BR01
2025-06-02 15:56,Пн,OP01,3.3,BR01
2025-06-02 16:02,Пн,OP04,20.8,BR01
2025-06-02 16:04,Пн,OP05,37.9,BR01
2025-06-02 16:06,Пн,OP04,28.0,BR01
2025-06-02 16:09,Пн,OP01,2.5,BR01
2025-06-02 16:13,Пн,OP04,17.2,BR01
2025-06-02 16:16,Пн,OP01,2.1,BR01
2025-06-02 16:23,Пн,OP05,41.2,BR01
2025-06-02 16:35,Пн,OP01,6.1,BR01
2025-06-02 16:37,Пн,OP03,13.7,BR01
2025-06-02 16:40,Пн,OP02,10.0,BR01
2025-06-02 16:43,Пн,OP01,5.5,BR01
2025-06-02 16:49,Пн,OP01,5.2,BR01
2025-06-02 16:50,Пн,OP06,63.7,BR01
2025-06-02 16:54,Пн,OP01,2.0,BR01
2025-06-02 16:54,Пн,OP01,5.3,BR01
2025-06-02 17:00,Пн,OP02,14.7,BR01
2025-06-02 17:01,Пн,OP03,11.6,BR01
2025-06-02 17:01,Пн,OP01,4.7,BR01
2025-06-02 17:06,Пн,OP02,5.0,BR01
2025-06-02 17:06,Пн,OP03,14.1,BR01
2025-06-02 17:16,Пн,OP01,6.5,BR01
2025-06-02 17:17,Пн,OP02,5.0,BR01
2025-06-02 17:22,Пн,OP01,5.4,BR01
2025-06-02 17:22,Пн,OP04,20.7,BR01
2025-06-02 17:24,Пн,OP05,44.5,BR01
2025-06-02 17:25,Пн,OP02,15.2,BR01
2025-06-02 17:26,Пн,OP01,4.8,BR01
2025-06-02 17:27,Пн,OP01,4.1,BR01
2025-06-02 17:32,Пн,OP02,13.7,BR01
2025-06-02 17:32,Пн,OP01,7.5,BR01
2025-06-02 17:39,Пн,OP04,19.0,BR01
2025-06-02 17:42,Пн,OP05,42.9,BR01
2025-06-02 17:42,Пн,OP01,2.0,BR01
2025-06-02 17:50,Пн,OP04,19.2,BR01
2025-06-02 17:51,Пн,OP01,2.0,BR01
2025-06-02 17:51,Пн,OP03,13.4,BR01
2025-06-02 17:52,Пн,OP05,34.5,BR01
2025-06-02 17:57,Пн,OP03,14.8,BR01
2025-06-02 17:59,Пн,OP05,58.0,BR01
2025-06-02 17:59,Пн,OP02,7.3,BR01
2025-06-02 18:07,Пн,OP04,22.9,BR01
2025-06-02 18:20,Пн,OP03,11.2,BR01
2025-06-02 18:24,Пн,OP03,18.7,BR01
2025-06-02 18:26,Пн,OP02,12.5,BR01
2025-06-02 18:44,Пн,OP01,6.5,BR01
2025-06-02 18:57,Пн,OP01,3.1,BR01
2025-06-03 09:05,Вт,OP01,3.6,BR01
2025-06-03 09:05,Вт,OP04,15.5,BR01
2025-06-03 09:09,Вт,OP01,8.4,BR01
2025-06-03 09:13,Вт,OP02,12.1,BR01
2025-06-03 09:15,Вт,OP06,30.4,BR01
2025-06-03 09:19,Вт,OP01,4.1,BR01
2025-06-03 09:25,Вт,OP01,3.1,BR01
2025-06-03 09:27,Вт,OP04,19.5,BR01
2025-06-03 09:27,Вт,OP01,6.0,BR01
2025-06-03 09:28,Вт,OP02,8.4,BR01
2025-06-03 09:29,Вт,OP02,6.7,BR01
2025-06-03 09:40,Вт,OP03,14.0,BR01
2025-06-03 09:41,Вт,OP04,37.4,BR01
2025-06-03 09:47,Вт,OP01,2.0,BR01
2025-06-03 09:48,Вт,OP01,3.7,BR01
2025-06-03 09:56,Вт,OP01,2.5,BR01
2025-06-03 10:04,Вт,OP04,20.4,BR01
2025-06-03 10:08,Вт,OP01,7.3,BR01
2025-06-03 10:15,Вт,OP05,43.9,BR01
2025-06-03 10:15,Вт,OP01,3.9,BR01
2025-06-03 10:24,Вт,OP04,24.2,BR01
2025-06-03 10:26,Вт,OP02,8.9,BR01
2025-06-03 10:29,Вт,OP01,2.1,BR01
2025-06-03 10:29,Вт,OP03,16.8,BR01
2025-06-03 10:29,Вт,OP02,10.8,BR01
2025-06-03 10:35,Вт,OP03,25.0,BR01
2025-06-03 10:39,Вт,OP04,19.8,BR01
2025-06-03 10:40,Вт,OP01,6.5,BR01
2025-06-03 10:44,Вт,OP01,6.9,BR01
2025-06-03 10:49,Вт,OP02,8.3,BR01
2025-06-03 10:55,Вт,OP02,9.9,BR01
2025-06-03 10:57,Вт,OP02,11.8,BR01
2025-06-03 10:57,Вт,OP01,2.8,BR01
2025-06-03 10:57,Вт,OP04,33.0,BR01
2025-06-03 11:01,Вт,OP03,15.4,BR01
2025-06-03 11:04,Вт,OP04,17.2,BR01
2025-06-03 11:05,Вт,OP02,10.0,BR01
2025-06-03 11:07,Вт,OP03,20.6,BR01
2025-06-03 11:10,Вт,OP04,44.7,BR01
2025-06-03 11:13,Вт,OP02,9.9,BR01
2025-06-03 11:15,Вт,OP01,2.3,BR01
2025-06-03 11:22,Вт,OP01,2.0,BR01
2025-06-03 11:22,Вт,OP01,4.3,BR01
2025-06-03 11:25,Вт,OP03,13.9,BR01
2025-06-03 11:26,Вт,OP01,9.8,BR01
2025-06-03 11:27,Вт,OP02,6.6,BR01
2025-06-03 11:27,Вт,OP01,4.3,BR01
2025-06-03 11:29,Вт,OP01,4.9,BR01
2025-06-03 11:29,Вт,OP02,12.7,BR01
2025-06-03 11:30,Вт,OP01,3.2,BR01
2025-06-03 11:31,Вт,OP01,2.0,BR01
2025-06-03 11:34,Вт,OP01,2.3,BR01
2025-06-03 11:38,Вт,OP03,19.8,BR01
2025-06-03 11:47,Вт,OP04,30.3,BR01
2025-06-03 11:48,Вт,OP05,35.7,BR01
2025-06-03 11:51,Вт,OP02,12.9,BR01
2025-06-03 11:53,Вт,OP02,14.0,BR01
2025-06-03 12:01,Вт,OP05,20.6,BR01
2025-06-03 12:04,Вт,OP02,9.1,BR01
2025-06-03 12:11,Вт,OP04,26.2,BR01
2025-06-03 12:15,Вт,OP01,2.9,BR01
2025-06-03 12:19,Вт,OP01,3.8,BR01
2025-06-03 12:21,Вт,OP01,3.0,BR01
2025-06-03 12:24,Вт,OP02,7.0,BR01
2025-06-03 12:27,Вт,OP06,58.4,BR01
2025-06-03 12:30,Вт,OP02,6.5,BR01
2025-06-03 12:40,Вт,OP05,34.4,BR01
2025-06-03 12:41,Вт,OP01,5.9,BR01
2025-06-03 12:45,Вт,OP01,2.0,BR01
2025-06-03 12:47,Вт,OP04,25.8,BR01
2025-06-03 12:49,Вт,OP01,3.5,BR01
2025-06-03 12:50,Вт,OP06,25.1,BR01
2025-06-03 12:50,Вт,OP01,2.1,BR01
2025-06-03 12:52,Вт,OP04,23.2,BR01
2025-06-03 12:53,Вт,OP05,59.4,BR01
2025-06-03 13:13,Вт,OP02,8.5,BR01
2025-06-03 13:15,Вт,OP04,19.3,BR01
2025-06-03 13:16,Вт,OP02,13.4,BR01
2025-06-03 13:17,Вт,OP05,40.4,BR01
2025-06-03 13:17,Вт,OP03,9.7,BR01
2025-06-03 13:18,Вт,OP01,4.4,BR01
2025-06-03 13:21,Вт,OP01,5.8,BR01
2025-06-03 13:31,Вт,OP03,19.1,BR01
2025-06-03 13:33,Вт,OP06,70.6,BR01
2025-06-03 13:35,Вт,OP03,8.0,BR01
2025-06-03 13:37,Вт,OP02,7.6,BR01
2025-06-03 13:39,Вт,OP03,20.6,BR01
2025-06-03 13:50,Вт,OP01,3.2,BR01
2025-06-03 14:00,Вт,OP04,30.0,BR01
2025-06-03 14:12,Вт,OP01,6.0,BR01
2025-06-03 14:13,Вт,OP04,19.9,BR01
2025-06-03 14:17,Вт,OP04,34.7,BR01
2025-06-03 14:18,Вт,OP06,47.3,BR01
2025-06-03 14:21,Вт,OP02,12.2,BR01
2025-06-03 14:29,Вт,OP01,5.0,BR01
2025-06-03 14:47,Вт,OP03,15.2,BR01
2025-06-03 14:53,Вт,OP01,5.2,BR01
2025-06-03 15:08,Вт,OP01,7.5,BR01
2025-06-03 15:09,Вт,OP04,28.2,BR01
2025-06-03 15:15,Вт,OP01,4.7,BR01
2025-06-03 15:30,Вт,OP02,10.4,BR01
2025-06-03 15:36,Вт,OP01,5.2,BR01
2025-06-03 15:40,Вт,OP05,20.0,BR01
2025-06-03 15:43,Вт,OP01,5.1,BR01
2025-06-03 15:44,Вт,OP05,38.0,BR01
2025-06-03 15:52,Вт,OP01,2.4,BR01
2025-06-03 15:55,Вт,OP02,10.9,BR01
2025-06-03 16:00,Вт,OP02,8.7,BR01
2025-06-03 16:02,Вт,OP01,2.9,BR01
2025-06-03 16:12,Вт,OP02,7.1,BR01
2025-06-03 16:13,Вт,OP01,6.3,BR01
2025-06-03 16:14,Вт,OP05,37.0,BR01
2025-06-03 16:27,Вт,OP01,7.5,BR01
2025-06-03 16:28,Вт,OP05,36.1,BR01
2025-06-03 16:34,Вт,OP01,5.9,BR01
2025-06-03 16:35,Вт,OP01,5.7,BR01
2025-06-03 16:39,Вт,OP01,5.9,BR01
2025-06-03 16:45,Вт,OP01,5.5,BR01
2025-06-03 16:48,Вт,OP02,6.6,BR01
2025-06-03 16:48,Вт,OP01,4.8,BR01
2025-06-03 16:49,Вт,OP02,7.6,BR01
2025-06-03 16:50,Вт,OP04,12.8,BR01
2025-06-03 17:01,Вт,OP06,44.4,BR01
2025-06-03 17:02,Вт,OP04,19.4,BR01
2025-06-03 17:07,Вт,OP02,9.0,BR01
2025-06-03 17:09,Вт,OP01,6.3,BR01
2025-06-03 17:10,Вт,OP04,12.7,BR01
2025-06-03 17:11,Вт,OP02,6.1,BR01
2025-06-03 17:11,Вт,OP06,25.0,BR01
2025-06-03 17:16,Вт,OP01,5.4,BR01
2025-06-03 17:17,Вт,OP02,12.9,BR01
2025-06-03 17:20,Вт,OP03,17.8,BR01
2025-06-03 17:22,Вт,OP02,10.1,BR01
2025-06-03 17:27,Вт,OP03,12.8,BR01
2025-06-03 17:31,Вт,OP02,5.0,BR01
2025-06-03 17:47,Вт,OP02,6.4,BR01
2025-06-03 17:55,Вт,OP03,22.4,BR01
2025-06-03 17:58,Вт,OP01,2.9,BR01
2025-06-03 18:00,Вт,OP03,10.0,BR01
2025-06-03 18:07,Вт,OP01,6.2,BR01
2025-06-03 18:08,Вт,OP05,25.7,BR01
2025-06-03 18:12,Вт,OP02,9.2,BR01
2025-06-03 18:13,Вт,OP01,2.6,BR01
2025-06-03 18:16,Вт,OP02,13.0,BR01
2025-06-03 18:29,Вт,OP01,2.7,BR01
2025-06-03 18:32,Вт,OP04,23.5,BR01
2025-06-03 18:39,Вт,OP04,15.5,BR01
2025-06-03 18:42,Вт,OP05,44.9,BR01
2025-06-03 18:44,Вт,OP02,7.9,BR01
2025-06-04 09:07,Ср,OP03,12.1,BR01
2025-06-04 09:09,Ср,OP02,9.3,BR01
2025-06-04 09:14,Ср,OP06,64.3,BR01
2025-06-04 09:17,Ср,OP02,6.5,BR01
2025-06-04 09:17,Ср,OP04,14.0,BR01
2025-06-04 09:24,Ср,OP01,7.5,BR01
2025-06-04 09:28,Ср,OP03,11.4,BR01
2025-06-04 09:30,Ср,OP06,50.7,BR01
2025-06-04 09:31,Ср,OP05,20.8,BR01
2025-06-04 09:34,Ср,OP02,13.1,BR01
2025-06-04 09:35,Ср,OP02,13.2,BR01
2025-06-04 09:36,Ср,OP02,14.3,BR01
2025-06-04 09:38,Ср,OP02,14.4,BR01
2025-06-04 09:46,Ср,OP01,2.0,BR01
2025-06-04 09:51,Ср,OP01,6.4,BR01
2025-06-04 09:52,Ср,OP01,4.0,BR01
2025-06-04 09:54,Ср,OP02,13.3,BR01
2025-06-04 09:54,Ср,OP04,37.7,BR01
2025-06-04 09:59,Ср,OP02,11.7,BR01
2025-06-04 10:02,Ср,OP01,6.8,BR01
2025-06-04 10:06,Ср,OP05,38.1,BR01
2025-06-04 10:09,Ср,OP02,5.2,BR01
2025-06-04 10:09,Ср,OP02,9.7,BR01
2025-06-04 10:16,Ср,OP02,12.4,BR01
2025-06-04 10:24,Ср,OP02,7.1,BR01
2025-06-04 10:24,Ср,OP06,28.1,BR01
2025-06-04 10:28,Ср,OP01,5.3,BR01
2025-06-04 10:41,Ср,OP06,73.3,BR01
2025-06-04 10:43,Ср,OP05,44.3,BR01
2025-06-04 10:44,Ср,OP02,12.3,BR01
2025-06-04 10:45,Ср,OP05,44.5,BR01
2025-06-04 11:02,Ср,OP03,15.7,BR01
2025-06-04 11:10,Ср,OP01,10.6,BR01
2025-06-04 11:15,Ср,OP02,8.1,BR01
2025-06-04 11:16,Ср,OP03,19.5,BR01
2025-06-04 11:18,Ср,OP06,72.7,BR01
2025-06-04 11:18,Ср,OP02,8.0,BR01
2025-06-04 11:18,Ср,OP03,11.7,BR01
2025-06-04 11:19,Ср,OP03,10.0,BR01
2025-06-04 11:20,Ср,OP04,26.8,BR01
2025-06-04 11:24,Ср,OP03,21.1,BR01
2025-06-04 11:26,Ср,OP03,16.6,BR01
2025-06-04 11:27,Ср,OP04,18.5,BR01
2025-06-04 11:28,Ср,OP01,4.9,BR01
2025-06-04 11:31,Ср,OP05,25.1,BR01
2025-06-04 11:40,Ср,OP01,4.3,BR01
2025-06-04 11:45,Ср,OP05,37.7,BR01
2025-06-04 11:47,Ср,OP01,8.3,BR01
2025-06-04 11:50,Ср,OP01,6.2,BR01
2025-06-04 12:03,Ср,OP05,39.4,BR01
2025-06-04 12:06,Ср,OP01,2.6,BR01
2025-06-04 12:24,Ср,OP05,42.3,BR01
2025-06-04 12:43,Ср,OP04,35.2,BR01
2025-06-04 12:44,Ср,OP01,3.9,BR01
2025-06-04 12:53,Ср,OP03,14.0,BR01
2025-06-04 12:57,Ср,OP01,2.0,BR01
2025-06-04 13:02,Ср,OP03,17.2,BR01
2025-06-04 13:08,Ср,OP03,8.0,BR01
2025-06-04 13:12,Ср,OP03,11.7,BR01
2025-06-04 13:43,Ср,OP04,26.3,BR01
2025-06-04 13:46,Ср,OP01,6.5,BR01
2025-06-04 13:51,Ср,OP01,5.5,BR01
2025-06-04 13:57,Ср,OP03,23.5,BR01
2025-06-04 14:08,Ср,OP04,30.4,BR01
2025-06-04 14:09,Ср,OP04,38.6,BR01
2025-06-04 14:14,Ср,OP05,35.5,BR01
2025-06-04 14:26,Ср,OP01,4.0,BR01
2025-06-04 14:32,Ср,OP05,33.3,BR01
2025-06-04 14:51,Ср,OP01,2.5,BR01
2025-06-04 14:53,Ср,OP01,9.1,BR01
2025-06-04 14:55,Ср,OP02,15.8,BR01
2025-06-04 15:06,Ср,OP03,8.2,BR01
2025-06-04 15:07,Ср,OP02,11.4,BR01
2025-06-04 15:23,Ср,OP01,3.8,BR01
2025-06-04 15:40,Ср,OP05,49.8,BR01
2025-06-04 15:43,Ср,OP04,24.4,BR01
2025-06-04 15:54,Ср,OP04,10.0,BR01
2025-06-04 16:03,Ср,OP02,7.5,BR01
2025-06-04 16:05,Ср,OP03,12.1,BR01
2025-06-04 16:07,Ср,OP01,5.8,BR01
2025-06-04 16:08,Ср,OP04,29.2,BR01
2025-06-04 16:12,Ср,OP06,76.5,BR01
2025-06-04 16:17,Ср,OP01,2.6,BR01
2025-06-04 16:19,Ср,OP06,77.9,BR01
2025-06-04 16:21,Ср,OP01,4.9,BR01
2025-06-04 16:23,Ср,OP01,3.6,BR01
2025-06-04 16:23,Ср,OP01,5.5,BR01
2025-06-04 16:26,Ср,OP03,18.5,BR01
2025-06-04 16:29,Ср,OP02,8.9,BR01
2025-06-04 16:35,Ср,OP02,10.7,BR01
2025-06-04 16:39,Ср,OP01,8.4,BR01
2025-06-04 16:41,Ср,OP02,14.6,BR01
2025-06-04 16:41,Ср,OP03,16.6,BR01
2025-06-04 16:43,Ср,OP02,13.5,BR01
2025-06-04 16:46,Ср,OP01,4.3,BR01
2025-06-04 16:47,Ср,OP04,14.7,BR01
2025-06-04 16:58,Ср,OP04,30.8,BR01
2025-06-04 17:00,Ср,OP01,10.9,BR01
2025-06-04 17:01,Ср,OP01,7.7,BR01
2025-06-04 17:04,Ср,OP05,37.5,BR01
2025-06-04 17:06,Ср,OP02,10.7,BR01
2025-06-04 17:08,Ср,OP04,25.6,BR01
2025-06-04 17:08,Ср,OP01,6.0,BR01
2025-06-04 17:11,Ср,OP01,5.7,BR01
2025-06-04 17:13,Ср,OP04,26.5,BR01
2025-06-04 17:15,Ср,OP03,18.9,BR01
2025-06-04 17:22,Ср,OP04,21.8,BR01
2025-06-04 17:23,Ср,OP02,11.3,BR01
2025-06-04 17:30,Ср,OP05,35.7,BR01
2025-06-04 17:33,Ср,OP01,7.0,BR01
2025-06-04 17:34,Ср,OP01,4.4,BR01
2025-06-04 17:35,Ср,OP01,8.6,BR01
2025-06-04 17:40,Ср,OP03,13.8,BR01
2025-06-04 17:45,Ср,OP05,42.1,BR01
2025-06-04 17:46,Ср,OP04,35.9,BR01
2025-06-04 17:50,Ср,OP05,57.2,BR01
2025-06-04 17:55,Ср,OP03,12.7,BR01
2025-06-04 18:07,Ср,OP05,47.5,BR01
2025-06-04 18:29,Ср,OP02,5.2,BR01
2025-06-04 18:38,Ср,OP03,10.2,BR01
2025-06-04 18:41,Ср,OP05,21.0,BR01
2025-06-05 09:13,Чт,OP01,7.1,BR01
2025-06-05 09:17,Чт,OP03,18.4,BR01
2025-06-05 09:18,Чт,OP03,11.1,BR01
2025-06-05 09:20,Чт,OP02,12.9,BR01
2025-06-05 09:21,Чт,OP04,14.6,BR01
2025-06-05 09:22,Чт,OP05,49.8,BR01
2025-06-05 09:23,Чт,OP04,30.5,BR01
2025-06-05 09:23,Чт,OP01,7.4,BR01
2025-06-05 09:30,Чт,OP01,4.1,BR01
2025-06-05 09:30,Чт,OP01,8.0,BR01
2025-06-05 09:35,Чт,OP01,7.5,BR01
2025-06-05 09:42,Чт,OP01,7.9,BR01
2025-06-05 09:42,Чт,OP01,4.3,BR01
2025-06-05 09:53,Чт,OP01,2.0,BR01
2025-06-05 09:56,Чт,OP01,3.7,BR01
2025-06-05 09:58,Чт,OP04,22.0,BR01
2025-06-05 10:00,Чт,OP01,6.8,BR01
2025-06-05 10:04,Чт,OP01,7.3,BR01
2025-06-05 10:17,Чт,OP01,4.5,BR01
2025-06-05 10:17,Чт,OP01,5.2,BR01
2025-06-05 10:21,Чт,OP01,4.3,BR01
2025-06-05 10:24,Чт,OP02,12.0,BR01
2025-06-05 10:28,Чт,OP03,9.6,BR01
2025-06-05 10:36,Чт,OP03,19.1,BR01
2025-06-05 10:39,Чт,OP03,8.6,BR01
2025-06-05 10:40,Чт,OP06,65.5,BR01
2025-06-05 10:42,Чт,OP04,21.2,BR01
2025-06-05 10:43,Чт,OP01,7.3,BR01
2025-06-05 10:49,Чт,OP04,10.5,BR01
2025-06-05 10:56,Чт,OP01,6.5,BR01
2025-06-05 10:58,Чт,OP02,15.0,BR01
2025-06-05 11:04,Чт,OP02,5.3,BR01
2025-06-05 11:07,Чт,OP01,5.0,BR01
2025-06-05 11:13,Чт,OP01,5.3,BR01
2025-06-05 11:14,Чт,OP02,12.7,BR01
2025-06-05 11:16,Чт,OP01,6.1,BR01
2025-06-05 11:24,Чт,OP03,11.9,BR01
2025-06-05 11:32,Чт,OP01,3.5,BR01
2025-06-05 11:33,Чт,OP03,19.8,BR01
2025-06-05 11:38,Чт,OP01,5.6,BR01
2025-06-05 11:43,Чт,OP03,16.7,BR01
2025-06-05 11:47,Чт,OP01,9.5,BR01
2025-06-05 12:04,Чт,OP01,7.8,BR01
2025-06-05 12:05,Чт,OP02,12.5,BR01
2025-06-05 12:06,Чт,OP01,4.1,BR01
2025-06-05 12:07,Чт,OP02,7.0,BR01
2025-06-05 12:12,Чт,OP01,6.9,BR01
2025-06-05 12:20,Чт,OP01,7.1,BR01
2025-06-05 12:25,Чт,OP02,12.0,BR01
2025-06-05 12:25,Чт,OP05,39.8,BR01
2025-06-05 12:27,Чт,OP03,13.7,BR01
2025-06-05 12:32,Чт,OP03,11.8,BR01
2025-06-05 12:44,Чт,OP05,36.4,BR01
2025-06-05 12:46,Чт,OP06,44.8,BR01
2025-06-05 12:49,Чт,OP01,3.6,BR01
2025-06-05 12:49,Чт,OP02,9.6,BR01
2025-06-05 12:49,Чт,OP03,8.7,BR01
2025-06-05 12:55,Чт,OP01,5.5,BR01
2025-06-05 13:20,Чт,OP05,20.0,BR01
2025-06-05 13:37,Чт,OP02,10.9,BR01
2025-06-05 13:40,Чт,OP02,6.9,BR01
2025-06-05 13:40,Чт,OP01,5.8,BR01
2025-06-05 13:59,Чт,OP05,21.7,BR01
2025-06-05 14:02,Чт,OP02,11.6,BR01
2025-06-05 14:03,Чт,OP02,9.0,BR01
2025-06-05 14:17,Чт,OP03,13.8,BR01
2025-06-05 14:20,Чт,OP03,8.2,BR01
2025-06-05 14:29,Чт,OP02,10.9,BR01
2025-06-05 14:32,Чт,OP01,5.9,BR01
2025-06-05 14:38,Чт,OP02,6.3,BR01
2025-06-05 14:45,Чт,OP01,4.7,BR01
2025-06-05 14:45,Чт,OP02,9.3,BR01
2025-06-05 14:50,Чт,OP04,27.4,BR01
2025-06-05 14:54,Чт,OP01,7.8,BR01
2025-06-05 14:57,Чт,OP04,26.4,BR01
2025-06-05 15:04,Чт,OP02,7.2,BR01
2025-06-05 15:16,Чт,OP04,22.2,BR01
2025-06-05 15:26,Чт,OP04,23.9,BR01
2025-06-05 15:28,Чт,OP02,7.8,BR01
2025-06-05 15:40,Чт,OP03,13.5,BR01
2025-06-05 15:42,Чт,OP06,43.2,BR01
2025-06-05 15:58,Чт,OP01,3.8,BR01
2025-06-05 16:05,Чт,OP03,13.3,BR01
2025-06-05 16:05,Чт,OP03,10.8,BR01
2025-06-05 16:09,Чт,OP05,34.6,BR01
2025-06-05 16:13,Чт,OP02,10.2,BR01
2025-06-05 16:23,Чт,OP01,5.9,BR01
2025-06-05 16:38,Чт,OP04,33.8,BR01
2025-06-05 16:41,Чт,OP04,30.2,BR01
2025-06-05 16:42,Чт,OP02,14.1,BR01
2025-06-05 16:43,Чт,OP05,20.0,BR01
